0	0.02953	stimulation somatosensory tms tactile primary rtms touch motor transcranial tdcs applied induced magnetic sensory secondary stimulated repetitive ipsilateral swallowing areas representation healthy stimulus system evoked intensity human finger perception somatotopic site excitability volunteers pulse vibrotactile sensorimotor skin leg rest electrical single afferents body unilateral delivered anodal threshold coil hz plasticity input discrimination mep active induce fingers current index direct dbs ct frequency forearm cm activations water neurophysiological roughness surface distal effect order paired real tbs touched cutaneous galvanic increase position proprioceptive muscle inhibitory cortices reflex neck afferent local inputs affected session cathodal remote stimulations guided inter locations itbs proximal projection 
1	0.03362	human humans animal neurons monkey evidence primates animals monkeys suggest lateral ac species macaque structures nonhuman ca contrast primate similar interactions electrophysiological recordings demonstrate circuit single evolved properties proximity topographic core organization formation homologue upper neuron demonstrating unit robot equivalent body anatomical cell basic pathway evoked computer putative respond opponent evolution artificial firing direct rodent classical located systems resolution sites bnm mouth delineated question agent homologous lgn rats schema evolutionary macaques imply mammals rodents system translational avatar ensemble consists combined series pathways vegans anesthesia conspecifics resemblance belt awake robotic resemble dog living position vegetarians likeness layers physiology transferred retinotopic topographically 
2	0.00888	smokers users smoking drug nicotine cocaine cannabis craving cues controls abstinence dependence cue addiction dependent heroin marijuana induced exposure cigarette control abstinent compared heavy mj chronic ecstasy abusers addicts abuse mdma nonsmokers withdrawal conclusions altered impulsivity increased reactivity individuals treatment addicted drugs neutral tobacco current hdis cd relapse cravings objectives seeking lifetime cessation stimulant addictive recreational begin patch nondrug severity underwent behavior reported methamphetamine duration positively term cud reduced scanning neurocircuitry nonsmoking regular alterations development deficits clinical hypoactivations stimulants pack naive intensity smoke deprived para thirty satiety compulsive education neurobiological attenuated male correlated conditioned teens satiated urine daily factor adult 
3	0.24249	effect increased participants level behavioral compared interaction increase levels reduced influence increasing suggest enhanced investigated factors modulated decreased experiment modulation affected increases revealed shown number conditions tested stronger previous examined size impact affect varied induced degree current influences influenced complexity underlying difference led manipulated similar varying context reduction factor addition reflect paradigm amount additionally reaction larger correlates interactions reported hypothesis resulting decrease demonstrated combined unclear neuroimaging lower sensitivity independent modulates decreases remains explored experiments finding subsequent lead demonstrate examine terms measured accompanied behavioural conclude relation mechanism assessed reflected phenomenon measures relationship evidence leads affects induce correlated suggested attention parametrically times 
4	0.01406	stress ptsd exposure trauma cortisol disorder traumatic life exposed posttraumatic acute childhood response reactivity stressful healthy survivors symptoms reported anxiety disorders increased severity levels stressor combat control symptom maltreatment veterans individuals experiences events abuse responders recent induced conclusions els ipv psychological earthquake axis chronic chewing regulation reduced current decreased cem psychosocial development participants risk hpa vulnerability traumatized salivary history deactivation stressors cg caps dissociative threat mental association sles blast stressed reporting physiological responses experienced underwent severe controls term emotional cells exposures adverse provocation adrenal neuroendocrine circuitry neurobiological negatively prolonged endocrine psychopathology depression situations patients oxt military adversity responsivity health reduction 
5	0.02238	disease patients ad mci alzheimer controls cognitive impairment atrophy mild amci healthy dementia memory hd deficits elderly clinical apoe age performance mri epsilon impaired sd loss neurodegenerative progressive normal neuropsychological amnestic degeneration reduced compensatory progression adults risk pathology dysfunction matched decline cognitively voxel episodic decreased test cn onset increased aging stage abeta stages amyloid mutation individuals impairments alterations huntington burden bvftd pathological deficit nc beta measures function lateral assessed cholinergic diagnosis cognition scores preclinical education lower mmse severe lobes ftld altered underwent behavioural variant carriers diseases examination late patient hfc clinically integrity pre gray deposition apolipoprotein regression preserved mini symptomatic 
6	0.04547	object objects visual shape color recognition stream shapes areas perception activated location lateral grasping haptic processing texture form selective colour properties features manipulation orientation grasp participants identification visually perceptual reaching viewing naming discrimination size matching tools knowledge intact pathway real surface contrast streams images colors geometric manipulable pathways feature preference requires viewed line observers drawings natural identical visuo reach performed substrates pictures abstract achromatic bilaterally named action perceived produced propose dimensional graspable experiment observer blue identity specialized space recognize grasped scrambled neuropsychological vision touch canonical adapted animals detailed interactions haptically tested neurologically colored constant rvf chromatic input exploration hv climbing 
7	0.01137	phase rate cycle heart menstrual autonomic phases women physiological exercise sympathetic luteal hr follicular cardiovascular msna pmdd pressure breathing mid reactivity central cardiac levels progesterone athletes modulation peripheral circuitry respiratory recorded arousal hf variability breath estradiol hrv generation intensity frequency cpap premenstrual endurance rates oxt outflow parasympathetic nausea air oral late aerobic period lf hypoxic protocol concussed tidal withdrawal elevated challenge disease muscle cycling hormone tone contraceptives ncs bursts hormones holding sleep acquired neuroimaging spn ss slow nervous input reactions lbnp multiplicative hypercapnia bp health urgent stress hypercapnic continuously repeated heartbeats ovarian apnea obstructive estrogen naturally regulation covaried afferent attenuated 
8	0.08598	connectivity functional network resting networks fc increased seed connections decreased patterns analyses correlation correlated rest strength rs coupling rsfc suggest stronger interactions intrinsic altered examined regional integration correlations revealed inter cortices nodes connected provide graph interaction properties demonstrated identified local scale fcmri alterations global disrupted investigated reduced hubs sensorimotor examine hub weaker maps independent organization investigate including understanding exhibited circuits coherence voxel connectivities pattern cortico range defined relationships remains suggests functionally psychophysiological scans motor disorders measures measured key structural structure metrics node efficiency communication disconnection collected driven examining rois connection theory unclear highlight fluctuations finally fnc topological widespread enhanced insights 
9	0.06663	attention attentional visual spatial search orienting target top selective control location areas attended network stimulus irrelevant cues distraction shifts relevant feature modulation task cued mechanisms color cueing focus bottom processing attend event endogenous cue attending allocation directed resources modulated perceptual targets invalid selectively divided exogenous locations dimension enhanced investigate selection cortices reorienting unattended driven junction central sensory detection visuospatial distracters voluntary covert capture peripheral valid signals conjunction distracting eye alerting sustained shifting display shift spatially modulate biasing features orientation networks salience representations ignore distracter directing modulations nonspatial hemifield relative simultaneously influence biases ant vpc singleton dimensions engagement validity saliency conclude 
