0	0.04309	action actions motor observation mirror object goal gestures movements system tool imitation body execution areas participants grasping human directed planning video neuron simulation movement observing person intention actor understanding goals gesture clips grasp suggest activated performed representations reaching intentions videos tools effector mns perception perspective sensorimotor network objects viewing aon representation observer communicative engaged active watched reach viewed performing view interaction communication meaningless intended plan executed properties contrast stronger cortices watching strongly pre embodied movies iconic actual neurons prediction activate cues sequences context posture plans hands visuomotor grip depending investigated arm agent people ability passively agency real everyday perform observers 
1	0.0482	object objects category visual body knowledge categories scenes scene representations features categorization representation images perceptual conceptual participants stimulus abstract selective pictures information recognition context concepts experience bodies categorical natural animals space similarity level human represented semantic familiar place view image feature processing tools behavioral beauty viewing viewpoint lateral response investigated judgments adaptation aesthetic perception living size manipulation properties exemplars change experiment viewed physical judgment contrast concrete types relations matching content items picture environmental manipulable animal views art preferred selectivity representing shape relevant locations representational photographs specificity relative distance concept exemplar contextual world consistent modulated people invariant esthetic preference internal names 
2	0.16895	task performance cognitive tasks control activation executive behavioral increased difficulty switching function network accuracy recruitment performing functions performed demands ability attention correlated set participants time test cognition difficult adults level goal subjects levels visuospatial switch behavioural monitoring suggest compared perform requiring processing functioning response speed deactivation pre suggesting attentional demand effort flexibility resources increasing healthy examined including requires lateral lower reflect demanding shifting relevant examine required abilities poor stroop behavior decision hypothesis single correct context load mri efficiency strategies recruited impaired improved shown investigated cognitively neuropsychological discrimination accurate reaction compensatory positively continuous individuals additional demonstrate individual easy directed simple tests 
3	0.04708	visual auditory sensory modality information areas integration processing blind modalities audiovisual multisensory modal primary cortices stimulation subjects tactile input sighted responses stimulus crossmodal unimodal vision multimodal perception inputs signals somatosensory haptic congruent visuo bimodal stream synchrony audio enhanced interactions sounds supramodal perceptual av incongruent congenitally experience sound humans association presentation detection plasticity matching braille environment individuals pathway investigated blindness selective synchronous independent senses activations levels touch hearing deprivation dependent concurrent reorganization simultaneously onset human degraded suppression convergence deaf calcarine evidence hemifield unisensory binding asynchronous basic presence lateral integrate enhancement heteromodal stronger congruency percept integrated sensitivity additive recruitment streams audition visually 
4	0.1105	statistical functional subject maps individual mapping subjects model mri imaging spatial anatomical standard analyses images single obtained clusters cluster voxel time variability parametric map image spm roi technique techniques reliability applied space level test voxels resolution identified human echo size surface defined number measures neuroimaging acquisition scans quantitative clinical correlation rois derived conventional robust detected inter acquired scanner reliable values signal sensitivity normalization average parameters performed meta estimation local software experiments template segmentation multiple detect comparison epi proposed developed probabilistic threshold functions tool detection analyzed anatomy estimates gradient provide approaches noise weighted included automated probability sample variance structure global set 
5	0.03033	face faces recognition processing identity familiar unfamiliar selective response perception adaptation voice fg familiarity visual person responses famous facial images sensitive compared information image voices effect stimulus laughter people human names participants behavioral repetition selectivity trustworthiness normal representation viewed viewing individual gender suppression attractiveness matching features houses personally areas social upright inversion scrambled repeated inverted discrimination core responsive atl photographs house unknown categorization identification perceived network responded specialized expression sensitivity fs attractive perceptual larger extended recognizing recognize cars detection configural places extent objects place localizer pairs defined ps hs identities reveal mouth associations eyes strongly preferential prosopagnosia individuation featural half 
6	0.03808	eeg frequency ms hz amplitude source alff alpha meg time sources beta recorded gamma potentials evoked slow simultaneous spatial component frequencies potential theta responses recordings event oscillations negativity onset latency fluctuations bands phase electroencephalography resolution dynamics electrophysiological erps magnetoencephalography amplitudes scalp areas visual rhythm localization synchronization dipole neuronal range rhythms revealed oscillatory spectral spatiotemporal signals density localized components generators late fluctuation current activities hemodynamic trial measured modulations modulated sf electromagnetic spontaneous latencies investigate tomography negative single channel wave peak electrodes recording sites ern approximately coupling underlying oddball local significance locations modeling modulation informed resting simultaneously mmn estimated electroencephalogram invasive intracranial 
7	0.02171	language hemispheric lateralization asymmetry olfactory lateralized dominance areas odor handed laterality dominant handers asymmetries odors specialization drawing handedness functional processing interhemispheric unilateral leftward sided difference patterns cp strongly activations test indices chemosensory functions spatial measured individual investigated asymmetric index humans rightward callosal naming activated folding tracing bias iv crossed asymmetrical generation anatomical smell preference organization located predominance nasal odorant uncrossed atypical calculated hemifield lateralisation processed degree sca odorants air homologues intra tested odorless smelling verb connections identification lobes vpc homologous sweat olfaction transfer strength est lateralised manual inter voxels explained classical pathways erho nondominant advantage ipsilateral predominantly sniffing mixtures viiia 
8	0.02856	inhibition response inhibitory control stop acupuncture motor signal task trials nogo error suppression responses itch activation successful phobia inhibit pre trial role inhibiting inhibited phobic spider action reactive behavior acupoint stopping sst prepotent monitoring phobics rifg impulse evoked reduced errors underlying scratching intentional activities execution automatic voluntary impulsive circuitry mechanism ability mediating time event responding success specificity initiation acupoints gating participants failed suppress reaction needling play paralimbic circuits mechanisms impaired required impulsivity rifc ssrt spiders measured gb verum unwanted unsuccessful inappropriate requires withholding count suppressed initiated setting triggered frequently commission stereotyped failure correlates detection urge combined top essential increase primary 
9	0.02134	women sex allele genotype met carriers gene genetic val polymorphism females gender males female male rs sexual comt effect risk function dopamine httlpr levels phase healthy cycle genes variation menstrual drd testosterone bdnf dat interaction increased influence individuals serotonin transporter association repeat sample factors suggest homozygous receptor level homozygotes disorders aggression snp luteal variant alleles reactivity impact polymorphisms associations linked variants signaling compared follicular hf factor common evidence nucleotide hormone single functional psychiatric pmdd fmr difference influences twins genotyped human hormones estradiol heterosexual genotypes mechanisms snps catechol estrogen postpartum dopaminergic expression nrg htt protein susceptibility status imaging progesterone phenotype vulnerability 
