0	0.06871	network state resting default dmn mode intrinsic fc rest cognitive seed control independent rs attention nodes posterior global rsns large scale local spontaneous executive sn salience dorsal pcc identified strength cingulate organization fluctuations inter positive relationship states graph ec hubs negative task centrality sensorimotor patterns frontoparietal level fcmri dan characterized hub precuneus visual intra properties interactions cognition core fnc suggest approach measures central motor seeds external regional association anti node maps fpn multiple provide rsn ifc scores granger cen theory stable architecture integration internal mental addition sensory relationships modules key metrics fronto high functionally function smn identify work topological cingulo 
1	0.02725	anxiety trait personality high scores individuals traits impulsivity individual neuroticism amygdala aggression higher alexithymia anxious risk relationship measures psychopathy positive avoidance correlates questionnaire scale extraversion levels affective threat depression association dimensions reactivity approach ha associations reported sample negative psychopathic suggest la level lower worry insula style psychiatric aggressive temperament linked sensitivity score group sud externalizing es neurobiological limbic impulsive schizotypy underlying violent bis tendencies response bas adults psychological bias anger relationships functioning impulsiveness antisocial inventory physical female relation ra tas schizotypal heightened population selected variability research characterized sensation rumination link male prone reactive regulation impact disorder tendency somatic resonance subclinical 
2	0.04606	cerebellar cerebellum basal ganglia thalamus motor nucleus caudate putamen cortex striatal thalamic nuclei structures cerebral brainstem control network striatum timing lobule sensorimotor rcbf vi loop globus pallidus thalamo function vermis lobules posterior ii human lc involvement bg limbic supplementary dentate bilaterally anterior resonance primary lateral ppi dystonia rate loops stn level premotor magnetic ataxia sensory midbrain tremor gating ventral head patterns thalamocortical identified striato sequence provide pallidum dbs pathway sca involving regional disease hippocampus parts corticostriatal pons association suggest subthalamic forebrain medial generalized iv years hemispheres positron sma focal functions mdma viii central ce humans dyt anesthesia psychophysiological structure lower 
3	0.08111	cortex anterior cingulate insula acc dorsal posterior prefrontal medial orbitofrontal insular dacc ventral olfactory resonance magnetic pcc rostral frontal ai mpfc thalamus odor salience amygdala implicated ofc lateral structures interoceptive important limbic precuneus hippocampus level suggest mid subregions odors primary common dorsolateral involving central affective interaction addition interoception previous physiological reported awareness association autonomic included pc play operculum subjective identified identification secondary racc paralimbic induced bilaterally bodily seed strong appraisal amcc caudal intensity ains pregenual roles orbital aic midcingulate vacc midline experience perception understood baseline hypnotic mofc neuronal specifically mcc subgenual major chemosensory motivational perigenual salient parts substrates main ventromedial 
4	0.0601	stimulus time repetition priming response presented awareness suppression repeated target trials implicit temporal conscious presentation paradigm explicit ms onset period phase short magnetic intervals delay long interval visual prime hemodynamic correlates automatic trial perceptual subsequent targets instruction prior reaction detection mechanisms pairs masked times preceding early instructed sequence perception rapid aware subliminal facilitation events half longer timing term repetitions consciousness order unconscious primed unrelated adaptation instructions resonance presentations detected induced rs reductions initial delayed identical magnitude primes stages previous suppressed preceded task process versus series suggesting consciously neuronal masking unaware delays aim sa occurs contrast phases shown occurred indicating expectancy 
5	0.22693	gyrus frontal inferior temporal parietal superior cortex middle posterior anterior cingulate occipital lobe network resonance gyri medial magnetic lobule precuneus ifg insula suggest fusiform precentral angular parahippocampal cerebellum lateral supramarginal bilaterally sulcus addition common group identified ipl postcentral lingual lobes hemisphere underlying included fronto contrast previous correlates prefrontal temporo pole higher thalamus specifically cerebral identify cuneus junction substrates association caudate visual volunteers involving pattern suggested mfg recruited conjunction located main studied structures putamen showing operculum interaction suggesting premotor provide smg parieto pre orbital handed shown mtg important obtained reported involvement reflect patterns aim spl stg unclear paradigm lateralized primarily visuospatial 
6	0.04199	auditory speech temporal sounds superior music perception sound cortex voice pitch musical listening acoustic gyrus audiovisual sts production posterior stg hearing vocal noise tinnitus tones sulcus musicians prosody primary tone integration planum presented speaker temporale response heschl discrimination listened verbal sensory voices listeners prosodic phonetic anterior resonance singing pt syllable spoken language stream bilaterally syllables audio sensitive sequences stimulus linguistic suggest perceptual stuttering melody vowel spectral heard natural comprehension rhythm perceived intelligibility tonal phonological av hemisphere normal laughter vocalizations passive lateralized hg communication deaf produced speakers sentences structure degraded input articulatory ear piano modulated dichotic cues identify consonant broca melodies 
7	0.04279	reward feedback striatum learning anticipation ventral response monetary striatal rewards motivation nucleus negative outcome prediction positive incentive caudate outcomes task reinforcement accumbens loss motivational midbrain punishment sensitivity cues dopaminergic error resonance rewarding aversive stimulus gain magnetic mesolimbic suggest orbitofrontal delay errors vta putamen dorsal nacc trial trials magnitude ofc associations reversal money humans salience human anticipatory received pg cue dopamine predicted gains influence contingencies tegmental receipt events anticipated high losses goal gambling motivated individual contingency contrast learned anhedonia correct medial avoidance appetitive types unexpected expectation signaling phase rewarded modulated versus sn time learn incentives probabilistic future predicting nigra win hypothesized 
8	0.04053	mpfc social medial prefrontal cortex mental reasoning mind tom judgments states person referential theory mentalizing perspective belief judgment state junction attribution cognitive people tpj evaluation network precuneus inference temporal beliefs cognition agency versus inferences thinking reference process recruited taking temporoparietal trait personal explicit beauty temporo research stories reflection aesthetic knowledge relevant engaged suggest wandering contrast midline intentional evaluations situation traits making statements physical implicit posterior magnetic dmpfc sense events intentions external inferring implicated character personality correlates internal resonance vmpfc psychological awareness parietal evaluative infer adjectives pole ventral situations perceivers analogical communicative communication verbal oneself pragmatic intention judged relations contextual common 
9	0.04723	memory working wm load task verbal performance maintenance term cognitive parietal short frontal delay encoding executive prefrontal high capacity spatial long network delayed updating storage items manipulation probe functions span vwm ltm vstm phase stm maintained prospective period frontoparietal retention recognition item rehearsal function maintain phonological suggest dorsolateral sample sternberg posterior resources held visuospatial loads demand sustained match patterns swm order phases correlates retrieval ef ppc maintaining operations recall demands interval articulatory mnemonic cognition neuropsychological single tests test serial accuracy predicted probes visuo digit systems increases visual sequences stored bottleneck impairments letters encode remember letter wmc regional remembered delays lobe 
10	0.01155	food taste weight eating body response obesity high obese women control foods images nervosa reward energy hunger pictures calorie cortex orbitofrontal glucose pleasantness anorexia bmi intake insula gustatory insulin cues caloric group mass individuals bn state normal amygdala hypothalamus fat versus responsivity water overweight satiety consumption sweet health visual appetite viewing art higher resonance esthetic flavor increases index lean hypothalamic labels recovered ratings operculum age binge hungry kg sight ran bulimia striatum fasting female sucrose ofc thirst type overeating feeding sensitivity receipt regulation chocolate artistic bed image eat meal rated insular primary palatable gain neuronal females caudate tastes somatosensory aim 
11	0.04696	learning training practice group performance control sequence trained cbf learned post time perfusion sequences pre early expertise improvement skill intervention motor transfer session term cerebral increases long magnetic induced period nf week experts asl exercise sessions improvements plasticity baseline skills improved weeks neurofeedback cognitive untrained expert scanning therapy min resonance labeling fitness initial implicit short consolidation novices practiced learn associations physical month reduction athletes scan test procedural regional periods success months stages treatment improve received prior rtfmri repeated level caudate putamen real intensive arbitrary visuomotor learners years successful rcbf scanned interventions follow gains stage retention scans rehabilitation program testing serial 
