0	0.11281	group control age individuals years resonance magnetic level methods normal lower male included scanner higher frontal high post scores gender measures studied scanning pattern scans objective spm corrected cerebral score education female adults multiple impaired aim participated evaluate population recruited obtained divided patterns status prior function tests main total scanned evaluated selected aged presence trend testing reported addition pre hoc handed caudate affect image random subject deficit widespread method patient measure females showing iq significance anova adult received tesla impact identify cancer variables problems order wise males repeated time chemotherapy history affects number suggested impairments terms parametric sex tested sd 
1	0.12507	gyrus frontal middle inferior temporal superior gyri ifg fusiform resonance occipital angular magnetic parahippocampal precuneus supramarginal precentral insula suggest medial lingual postcentral mfg correlates cerebellum level higher stg addition interaction cuneus thalamus lobe mtg included putamen pole underlying contrast smg bilaterally caudate association previous substrates anterior paradigm sfg orbital main specifically unknown pre explore increases recruited number unclear possibly suggested hippocampus lobule detected suggesting handed baseline ag participated explored sulcus calcarine aim roi itg shown obtained reveal larger largely scanner images operculum rolandic reflect lead located fg cingulum thirteen share subsequently lateralized notion reflected early phg mog detection lmfg resulted 
2	0.09802	model approach method models time methods level single noise independent subject parameters magnetic linear spatial number proposed measures temporal techniques conventional multiple large resonance framework technique paper robust detection glm neuronal estimation estimates propose tool hemodynamic detect optimal series real multi work mapping sources selection simulated set human wise standard test dataset power variance estimated estimate maps structure datasets reliable sparse artifacts joint values improve voxel problem combination map likelihood quality evaluate random evaluated utility physiological tested nonlinear step fit improved procedure order validity ratio parameter quantitative size resulting inference detected provided simultaneously methodological introduce identification applications methodology populations introduced 
3	0.11584	individual variability level relationship predicted higher response function measures rate linear individuals levels time predict subject inter relationships variation increasing magnitude measure population sensitivity resonance variations strength suggest large positive identified patterns variable stable provide test association reflected strong cross relation sample suggesting predictive increases varied tested larger highly number variance threshold robust set modulated work predicts index scores future varying parametric scale significance indicating shown associations adults interindividual research susceptibility link identify objective strongly linearly baseline vary reflecting amplitude combination sensitive peak scan lower variables modulation reflects reflect participant structure reliably highest series strongest linked subjective stability similarity length 
4	0.03995	term long repetition short adaptation repeated priming suppression range magnetic vstm mechanisms subsequent rs repetitions time stimulus neuronal presented reductions memory resonance paradigm prior delay run habituation period ca initial lag runs linked increases multiple presentation suppressed longer presentations posterior immediately reduction led occurred facilitation importantly primed identical selective repeatedly form early lasting typically repeating leads mapping cem intervals initially unknown spaced interval delays restricted reflect continued delayed storage populations refers shown magnitude robust resulted ideal translation optimize seconds maintained successive induce distance segments phenomenon supports pattern transfer limit retention times sustained minutes item standing remained evident prolonged massed induces 
5	0.03029	depression mdd disorder depressive depressed major bd bipolar symptoms amygdala group mood sad methods severity anxiety control limbic risk state symptom abnormalities medication abnormal limitations illness bp resonance history affective episode negative emotional sample characterized rumination psychiatric naive antidepressant hcs scores unmedicated remitted neurobiological subgenual insula scale sgacc regulation individuals treatment pathophysiology age euthymic emotion episodes gender mania trait rmdd referential magnetic manic resting rating method vulnerability represent hyperactivity suicide small suicidal unipolar maltreatment hamilton patient hippocampal onset orbitofrontal marker insular youth implicated prefrontal free fronto size positive impaired comorbid samples pediatric future anhedonia early structures bdd underlying inventory antidepressants 
6	0.01634	eye gaze saccade movements target saccades eyes direction fixation pursuit movement tracking antisaccade control visual oculomotor saccadic guided fef position head directional motor frontal smooth averted visually moving ocular reflexive blink supplementary spem open exploration sc peripheral volitional velocity targets contact execution shifts antisaccades blinking retinal voluntary sef step straight pro humans colliculus darkness fixations prosaccade okn nystagmus motion location directionally locations triggered generation pattern prosaccades parieto point blinks anti optokinetic extraretinal latency gain predictive mt attentive intraparietal stimulation directions track require natural predominantly vestibular character stationary cues preparation visible initiation fixating objects paced closure sp predictable transformation latencies included 
7	0.02492	ms source meg temporal sources time resolution recorded early localization high spatial humor recordings negativity onset scalp magnetoencephalography gamma simultaneous amplitude latency dipole generators response amplitudes localized nirs fnirs peak hemodynamic spatiotemporal late electromagnetic head stages channel invasive phase recording locations electrodes identified bci spatio infrared timing modalities humour sequence electroencephalogram intracranial incongruity estimated spectroscopy frequency generated human latencies methods provide window simultaneously sites hb loreta separate induced earliest initial beamformer jokes funny generation located closure positivity electroencephalographic hz shown detection surface trial lpp multimodal sloreta rois slow prior inverse wave precise location peaking index artifact sessions electrical peaked topography 
8	0.0112	sleep body bodies deprivation eba vwm rem wakefulness night osa human lotc parts awake consolidation extrastriate stage spindles normal nrem loss deprived eye morning vigilance evening tsd consciousness wake fba waking circadian sedation transient thalamus msna image thalamic rapid cpap increases movement reduction slow cerebral rw rested phasic lack restriction anesthetic spindle tonic quality microsleeps insomnia total distorted schema persons tracking propofol anesthesia awakening simultaneous conscious sws pha apnea waves pressure immediately recovery daytime home state young wave awareness rems obstructive car homeostatic muscle mst sleepiness regulation msl kc hours posture vulnerable responsiveness brainstem min visuomotor dreaming unresponsive homeostasis lapses 
9	0.02367	imagery mental events future imagined rotation past gait imagination internal external imagining imagine walking construction simulation locomotion personal thinking real generated transformation posterior parietal visual physical common counterfactual simulations experiences mentally locomotor world experience generation engaged scanning visuospatial vividness scenarios thoughts images modes experiencing simulating image simulate script projection presented transformations instructed recruited rely ep thought mode required manner rotations stance generate internally guided strategy generating scenario centers kinesthetic capacity simulated mind supraspinal factual viewpoint modulated involving big imagers relies rehearsal moving prospection angle perspectives recruits episodes years virtual trance steering running angles constructive situations preferentially reality mesencephalic vivid adopting 
10	0.03275	schizophrenia symptoms risk abnormalities disorder group psychosis sz psychotic hallucinations relatives abnormal impaired schizophrenic siblings episode genetic individuals unaffected methods illness negative task high impairments control positive symptom severity ds patient frontal insight familial psychiatric deficit verbal magnetic reported medication avh fep syndrome antipsychotic function uhr scz nss arms people pathophysiology medicated functioning suggest hypoactivation thought reduction vulnerability age chronic delusions core cerebral volunteers bipolar pathology characterized resonance abnormality probands normal provide scale hyper poor hr exhibit represent fronto dysconnectivity phenotype disturbed early key sample linked intermediate chr fes naive development failure treatment endophenotype hyperactivation persons hyperactivity expression panss avhs 
